Nationality,Age_at_studystart,Study_programme,Study_programme_code,Studystart_date,Studystart_month,Studystart_year,Studyend_month,Studyend_year,University_institute,Status,Exam_year,Exam_grade_point_average,Grading_scale,Exam_type,Priority_number,Quote,Passed_ects_SEM1,Grade_point_average_SEM1,SU_clips_used,Years_since_exam,CHURNED_ALL,CHURNED_IN_SEM1,CHURNED_IN_SEM2,CHURNED_AFTER_SEM1,CHURNED_AFTER_SEM2,CHURNED_SEM2THROUGHSEM3
Danmark,22.2,informationsvidenskab og kulturformidling,HHIA00001T,9/1/2016,9,2013,1,2017,Institut for Engelsk. Germansk og Romansk,completed,2014,7.9,7-trinsskala,Studentereksamen (2008 og senere),22,NULL,30,8.25,6,4,0,1,0,0,0,0
Danmark,26.1,kunsthistorie,HPOA00002T,9/1/2013,9,2013,7,2015,Institut for Engelsk. Germansk og Romansk,terminated,2013,3.8,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,30,10,NULL,2,1,1,0,1,1,0
Island,20.4,fransk,HENA00001T,9/1/2013,9,2013,7,2015,Institut for Tvaerkulturelle og regionale studier,terminated,2013,4.6,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),2,1,30,0,14,0,1,0,0,1,1,0
Danmark,24.1,kunsthistorie,HFIA00001T,9/1/2016,9,2013,7,2016,IVA,completed,2013,11.2,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,0,6,6,0,1,0,0,0,1
Danmark,20.4,informationsvidenskab og kulturformidling,HFIA00001T,9/1/2013,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,1977,6.6,7-trinsskala,Studentereksamen fra DIAP,21,1,30,11,37,5,0,1,0,0,0,0
Danmark,20.6,kommunikation og it,HIoeA00001T,9/1/2015,9,2013,6,2016,Institut for Medier. Erkendelse og Formidling,completed,2013,5.6,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,2,30,8.6,NULL,1,0,0,0,0,0,0
Danmark,22.9,paedagogik,HKAA00001T,9/1/2013,9,2013,2,2014,Institut for Medier. Erkendelse og Formidling,terminated,2013,7.8,7-trinsskala,Studentereksamen (2008 og senere),8,1,12.5,7.44,NULL,0,1,0,1,1,0,0
Danmark,22.7,film- og medievidenskab,HEEA00001T,9/1/2016,9,2013,6,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2015,7.1,7-trinsskala,Studentereksamen,1,1,0,4.56,NULL,1,0,1,0,0,0,1
Danmark,22.1,litteraturvidenskab,HFMA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2011,0,7-trinsskala,Studentereksamen (2008 og senere),1,NULL,15,4,18,3,0,1,0,0,0,0
Danmark,19.8,film- og medievidenskab,HDAA00001T,9/1/2014,9,2013,7,2016,IVA,completed,2013,9.3,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,7.5,8.44,18,4,0,0,0,0,0,1
Danmark,24.1,hebraisk,HEEA00001T,9/1/2015,9,2013,6,2016,IVA,completed,2014,0,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,0,NULL,0,0,1,0,0,0,0
Danmark,23.2,kommunikation og it,HENA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2013,8.2,7-trinsskala,Hoejere forberedelseseksamen (hf),1,1,30,9.75,27,2,0,1,0,0,0,0
Danmark,20.3,informationsvidenskab og kulturformidling,HSPA00001T,9/1/2015,9,2013,7,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2014,10,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,8,18,0,0,0,0,0,0,0
Danmark,21.2,europaeisk etnologi,HFRA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,1900,10.3,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,0,10.58,NULL,0,0,0,0,0,0,0
Danmark,37.6,musikvidenskab,HFRA00001T,9/1/2015,9,2013,9,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2011,4,7-trinsskala,Hoejere teknisk eksamen (HTX),2,1,30,10,6,1,1,1,0,1,1,0
Danmark,20.3,kinastudier,HIVA00001T,9/1/2013,9,2013,9,2014,Institut for Engelsk. Germansk og Romansk,terminated,1900,11.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.17,30,4,1,0,0,1,1,0
Danmark,23.2,film- og medievidenskab,HHIA00001T,9/1/2014,9,2013,6,2016,Institut for Medier. Erkendelse og Formidling,completed,1990,9.9,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,0,NULL,15,0,0,0,0,0,0
Danmark,22,klassisk graesk,HHIA00001T,9/1/2016,9,2013,3,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2013,6.6,7-trinsskala,Studentereksamen (2008 og senere),1,NULL,30,11,NULL,2,1,0,1,1,0,0
Danmark,25.7,fransk,HAUA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2010,11.5,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,10.6,18,18,0,1,0,0,0,0
Danmark,24.7,filosofi,HENA00001T,9/1/2014,9,2013,8,2016,Institut for Tvaerkulturelle og regionale studier,completed,2012,7.5,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,7,6,3,0,1,0,0,0,0
Danmark,19.2,persisk,HIVA00001T,9/1/2013,9,2013,3,2014,Institut for Engelsk. Germansk og Romansk,terminated,2016,10.3,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,5.67,NULL,0,1,0,1,1,0,1
Danmark,21.7,informationsvidenskab og kulturformidling,HRUA00001T,9/1/2016,9,2013,3,2014,IVA,terminated,2014,7.9,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,0,3,NULL,8,1,1,1,1,0,0
Danmark,22.7,dansk,HPaeA00001T,9/1/2013,9,2013,6,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2014,4.2,13-skala,Studentereksamen (2008 og senere),1,1,30,8.67,18,0,0,0,0,0,0,0
Danmark,21.6,informationsvidenskab og kulturformidling,HIVA00001T,9/1/2013,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2013,5.3,,Hoejere forberedelseseksamen (hf),1,1,30,2,18,5,0,1,0,0,0,0
Danmark,19.9,dansk,HKMA00001T,9/1/2015,9,2013,8,2014,Institut for Medier. Erkendelse og Formidling,terminated,2009,7.9,7-trinsskala,Studentereksamen (2008 og senere),2,NULL,30,10.22,6,39,1,1,0,1,0,0
Danmark,20.7,historie,HLVA00001T,9/1/2013,9,2013,10,2013,Institut for Nordiske Studier og Sprogvidenskab,terminated,2011,8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,6.67,NULL,1,1,0,0,0,0,1
Danmark,20.7,film- og medievidenskab,HKUA00001T,9/1/2014,9,2013,7,2015,Institut for Engelsk. Germansk og Romansk,terminated,1900,6.4,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),21,1,30,11.33,18,2,1,0,0,1,1,0
Danmark,25.3,dansk,HFNA00001T,9/1/2013,9,2013,12,2013,Institut for Engelsk. Germansk og Romansk,terminated,2013,8.1,,Studentereksamen (2008 og senere),1,2,30,0.25,NULL,4,1,1,0,0,0,0
Danmark,19.8,teatervidenskab,HMVA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2016,6.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,2.2,6,2,0,1,0,0,0,0
Danmark,23.3,engelsk,HHIA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2013,8,7-trinsskala,Almen gymnasial uddannelse,1,1,15,3,NULL,1,0,0,0,0,0,0
Danmark,22.2,spansk sprog og kultur,HFRA00001T,9/1/2014,9,2013,8,2014,Institut for Nordiske Studier og Sprogvidenskab,terminated,2010,11.4,13-skala,Hoejere forbered.eks. 2-aarig (2007 og s.),4,2,0,12,6,2,1,1,0,1,0,1
Danmark,19.1,musikvidenskab,HHIA00001T,9/1/2015,9,2013,6,2016,Institut for Kunst og Kulturvidenskab,completed,2013,4.6,7-trinsskala,Studentereksamen (2008 og senere),0,1,30,7.2,NULL,48,0,1,0,0,0,0
Danmark,23.1,dansk,HLVA00001T,9/1/2013,9,2013,6,2016,Institut for Medier. Erkendelse og Formidling,completed,2006,7.5,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),3,1,30,0,NULL,3,0,1,0,0,0,0
Danmark,25.7,engelsk,HDAA00001T,9/1/2016,9,2013,1,2017,Institut for Engelsk. Germansk og Romansk,completed,2015,0,7-trinsskala,,1,2,30,6.3,NULL,3,0,1,0,0,0,0
Danmark,22.4,teatervidenskab,HMVA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2010,9.7,7-trinsskala,Hoejere forberedelseseksamen (hf),2,1,0,7,NULL,21,0,1,0,0,0,0
Danmark,21.8,filosofi,HaeGA00002T,9/1/2015,9,2013,NULL,NULL,IVA,open,2013,10.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,9.67,6,0,0,1,0,0,0,0
Danmark,23.9,historie,HFRA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2011,4.4,7-trinsskala,Studentereksamen,1,NULL,0,9.67,36,1,0,0,0,0,0,1
Danmark,22.2,kommunikation og it,HRVA00001T,9/1/2015,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2014,7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,-3,18,38,0,1,0,0,0,0
Danmark,21.8,spansk sprog og kultur,HDAA00001T,9/1/2014,9,2013,2,2015,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,terminated,2011,9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,2,1,0,0,1,1,0
Danmark,21.1,forhistorisk arkaeologi,HHIA00001T,9/1/2014,9,2013,8,2016,Institut for Engelsk. Germansk og Romansk,completed,2011,8.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,4,0,1,0,0,0,0
Danmark,20.5,paedagogik,HPaeA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2014,9.2,13-skala,Studentereksamen (2008 og senere),1,1,30,8.67,NULL,0,0,0,0,0,0,0
Danmark,20.6,dansk,HIVA00001T,9/1/2015,9,2013,7,2016,IVA,completed,2015,7.7,7-trinsskala,Studentereksamen (2008 og senere),1,NULL,25,5.75,6,6,0,1,0,0,0,0
Danmark,20.3,paedagogik,HENA00001T,9/1/2014,9,2013,9,2016,Institut for Engelsk. Germansk og Romansk,completed,2011,8.6,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,7.6,6,3,0,1,0,0,0,1
Danmark,21.5,informationsvidenskab og kulturformidling,HKUA00001T,9/1/2016,9,2013,6,2016,IVA,completed,2013,7.6,7-trinsskala,Udenlandsk/konventionsland,1,1,30,0,NULL,3,0,1,0,0,0,0
Danmark,20.5,europaeisk etnologi,HIVA00001T,9/1/2016,9,2013,8,2014,Institut for Engelsk. Germansk og Romansk,terminated,2012,10.8,7-trinsskala,Studentereksamen (2008 og senere),21,1,0,0,NULL,0,1,0,0,1,0,1
Danmark,19.4,engelsk,HFMA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2012,8.8,7-trinsskala,Studentereksamen (2008 og senere),2,1,30,-3,NULL,-1,0,0,0,0,0,1
Tyrkiet,19.7,film- og medievidenskab,HKMA00001T,9/1/2014,9,2013,6,2016,IVA,completed,2012,10.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,15,6.5,NULL,0,0,0,0,0,0,0
Danmark,20.5,musikvidenskab,HPOA00002T,9/1/2015,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2007,9.2,13-skala,Studentereksamen (2008 og senere),1,1,30,0,18,1,0,1,0,0,0,1
Danmark,24.3,informationsvidenskab og kulturformidling,HENA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2013,7.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,2,0,1,0,0,0,0
Danmark,21.4,dansk,HDAA00001T,9/1/2016,9,2013,8,2015,Institut for Kunst og Kulturvidenskab,terminated,2012,8.7,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),2,1,30,11.71,6,2,1,1,0,1,1,0
Danmark,20.2,informationsvidenskab og kulturformidling,HDAA00001T,9/1/2013,9,2013,8,2015,Institut for Engelsk. Germansk og Romansk,terminated,2013,11.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10,6,0,1,1,0,1,1,0
Danmark,32.9,musikvidenskab,HITA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2011,7.1,7-trinsskala,Konventionsland - nord. studentereksamen,1,1,10,10,6,1,0,1,0,0,0,0
Danmark,29.1,japanstudier,HRVA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2013,4.9,7-trinsskala,Udenlandsk/ikke aftale-land,1,1,30,8.33,18,2,0,1,0,0,0,0
Danmark,23.7,filosofi,HLVA00001T,9/1/2016,9,2013,12,2013,Institut for Engelsk. Germansk og Romansk,terminated,2016,10.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,7.23,NULL,7,1,1,0,0,0,0
Danmark,21.5,indologi,HHIA00001T,9/1/2014,9,2013,7,2016,Institut for Tvaerkulturelle og regionale studier,completed,2012,9.5,7-trinsskala,,21,1,0,8.14,6,2,0,1,0,0,0,0
Danmark,20.6,litteraturvidenskab,HLVA00001T,9/1/2014,9,2013,9,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2012,8.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10.13,NULL,0,0,1,0,0,0,0
Danmark,24.3,kommunikation og it,HIVA00001T,9/1/2016,9,2013,6,2016,Institut for Medier. Erkendelse og Formidling,completed,2016,8.1,7-trinsskala,Studentereksamen (2008 og senere),0,1,30,0,NULL,-1,0,1,0,0,0,0
Danmark,24.8,forhistorisk arkaeologi,HHIA00001T,9/1/2015,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2013,11.6,7-trinsskala,Studentereksamen (2008 og senere),21,1,30,8.25,NULL,1,0,1,0,0,0,0
Danmark,20.9,informationsvidenskab og kulturformidling,HPOA00002T,9/1/2014,9,2013,6,2016,Institut for Kunst og Kulturvidenskab,completed,2011,6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,18,1,0,0,0,0,0,0
Danmark,19.4,filosofi,HHIA00001T,9/1/2014,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2011,3.8,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,0,13,24,0,0,0,0,0,0
Danmark,48.6,historie,HIAA00001T,9/1/2013,9,2013,8,2016,IVA,terminated,2012,7.3,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),21,1,30,10.2,NULL,10,1,1,0,1,1,0
Danmark,24,informationsvidenskab og kulturformidling,HTEA00001T,9/1/2013,9,2013,11,2013,Institut for Engelsk. Germansk og Romansk,terminated,2015,7.4,7-trinsskala,Studentereksamen (2008 og senere),1,2,0,0.33,NULL,1,1,0,0,0,0,1
Danmark,21.2,dansk,HFMA00001T,9/1/2013,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2015,10,7-trinsskala,Studentereksamen (2008 og senere),0,1,30,0,6,6,0,1,0,0,0,0
Danmark,21,japanstudier,HLVA00001T,9/1/2014,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2013,5.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7.6,NULL,3,0,0,0,0,0,0
Danmark,19.4,engelsk,HIVA00001T,9/1/2015,9,2013,5,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2013,7.7,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,6.25,6,2,1,1,1,1,0,0
Danmark,19.1,dansk,HPaeA00001T,9/1/2014,9,2013,7,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2015,9.8,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,30,7.06,NULL,10,0,1,0,0,0,0
Danmark,20.1,filosofi,HHIA00001T,9/1/2013,9,2013,4,2015,Institut for Medier. Erkendelse og Formidling,terminated,2015,8.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,6,-1,1,0,0,1,1,0
Danmark,20.3,filosofi,HKUA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2010,8.4,,Studentereksamen (2008 og senere),0,NULL,20,7,NULL,10,0,1,0,0,0,0
Danmark,21.8,historie,HDAA00001T,9/1/2013,9,2013,7,2016,Institut for Tvaerkulturelle og regionale studier,completed,2015,4.9,7-trinsskala,Studentereksamen,21,1,30,5.38,NULL,1,0,1,0,0,0,0
Danmark,37,historie,HFMA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2015,9.2,7-trinsskala,,1,1,17.5,3.17,NULL,1,0,1,0,0,0,0
Danmark,24.7,assyriologi,HFIA00001T,9/1/2015,9,2013,8,2016,Institut for Kunst og Kulturvidenskab,completed,2012,8.7,7-trinsskala,Studentereksamen,1,1,30,7,NULL,1,0,1,0,0,0,0
Danmark,20.4,dansk,HKMA00001T,9/1/2016,9,2013,6,2016,Institut for Tvaerkulturelle og regionale studier,completed,2009,7.9,7-trinsskala,Studentereksamen,0,1,30,0,6,3,0,1,0,0,0,0
Danmark,22.1,engelsk,HFMA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Engelsk. Germansk og Romansk,open,2016,0,7-trinsskala,Studentereksamen (2008 og senere),22,1,0,0.57,30,1,0,0,0,0,0,1
Danmark,20.6,engelsk,HIVA00001T,9/1/2016,9,2013,7,2016,Institut for Tvaerkulturelle og regionale studier,completed,2015,8,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,2,6,3,0,1,0,0,0,0
Danmark,21.8,informationsvidenskab og kulturformidling,HENA00001T,9/1/2015,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2015,10.5,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,0,7,6,6,0,1,0,0,0,0
Danmark,21.4,latin,HFAA00001T,9/1/2016,9,2013,7,2015,IVA,terminated,2015,8.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,22.5,10,18,2,1,1,0,1,1,0
Danmark,24.7,japanstudier,HKOA00003T,2/1/2013,9,2013,12,2015,Institut for Medier. Erkendelse og Formidling,terminated,2006,3.6,13-skala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,2,0,10,NULL,1,1,1,0,1,1,0
Danmark,36.8,japanstudier,HTIA00002T,9/1/2016,9,2013,8,2014,Institut for Engelsk. Germansk og Romansk,terminated,2009,5.2,7-trinsskala,Hoejere Tek.eks. HTX (2008 og s.),1,1,30,7.8,6,3,1,1,0,1,0,0
Danmark,22.4,filosofi,HHIA00001T,9/1/2013,9,2013,1,2017,Institut for Tvaerkulturelle og regionale studier,completed,2013,9.3,7-trinsskala,Studentereksamen (2008 og senere),1,1,25,0,6,8,0,1,0,0,0,1
Danmark,20.7,religionsvidenskab,HFMA00001T,9/1/2014,9,2013,6,2016,Institut for Kunst og Kulturvidenskab,completed,2012,7.4,7-trinsskala,Hoejere forberedelseseksamen (hf),1,1,30,8.11,NULL,0,0,0,0,0,0,0
Danmark,20.9,informationsvidenskab og kulturformidling,HFMA00001T,9/1/2014,9,2013,6,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2003,4.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,6.13,6,0,0,0,0,0,0,0
Danmark,21.8,musikvidenskab,HARA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Tvaerkulturelle og regionale studier,open,2013,7.6,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,12,18,1,0,1,0,0,0,0
Danmark,19.7,musikvidenskab,HFMA00001T,9/1/2015,9,2013,3,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2010,4.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,1,1,0,1,1,0,0
Danmark,36.3,koreastudier,HAUA00001T,9/1/2015,9,2013,6,2016,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,completed,2013,5.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,-3,NULL,35,0,1,0,0,0,0
Danmark,23.7,dansk,HFMA00001T,9/1/2014,9,2013,2,2014,Institut for Kunst og Kulturvidenskab,terminated,2012,7.1,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),21,2,30,12,NULL,2,1,1,1,1,0,1
Danmark,23.4,paedagogik,HKMA00001T,9/1/2016,9,2013,8,2015,Institut for Medier. Erkendelse og Formidling,terminated,2014,9.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,2,18,3,1,1,0,1,1,0
Danmark,21.6,engelsk,HPaeA00001T,9/1/2015,9,2013,NULL,NULL,Institut for Nordiske Studier og Sprogvidenskab,open,2016,8.5,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,5.8,NULL,2,0,0,0,0,0,1
Danmark,19.4,fransk,HIVA00001T,9/1/2016,9,2013,6,2014,Institut for Engelsk. Germansk og Romansk,terminated,2013,10.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,3,1,1,1,1,0,0
Danmark,36,tysk sprog og kultur,HDAA00001T,9/1/2016,9,2013,5,2014,Institut for Medier. Erkendelse og Formidling,terminated,2015,8.7,13-skala,Studentereksamen (2008 og senere),1,1,30,3.6,NULL,4,1,1,1,1,0,0
Danmark,20.6,portugisiske og brasilianske studier,HLIA00001T,9/1/2014,9,2013,7,2016,Institut for Engelsk. Germansk og Romansk,completed,2012,0,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,NULL,3,0,1,0,0,0,0
Danmark,20.8,europaeisk etnologi,HKAA00001T,9/1/2016,9,2013,11,2015,IVA,terminated,2013,9.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,8,30,6,1,1,0,1,1,0
Danmark,20.6,indoeuropaeisk,HKOA00002T,9/1/2016,9,2013,NULL,NULL,Saxo-Instituttet - Arkaeologi. Etnologi. Historie og Graesk og Latin,open,2010,0,7-trinsskala,Studentereksamen,1,1,0,4.73,0,0,0,1,0,0,0,0
Danmark,22.4,klassisk graesk,HHIA00001T,9/1/2015,9,2013,7,2016,Institut for Medier. Erkendelse og Formidling,completed,2011,8.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,0,10,2,0,1,0,0,0,0
Danmark,26.4,oest- og sydoesteuropastudier (russisk),HFIA00001T,9/1/2013,9,2013,9,2016,Institut for Engelsk. Germansk og Romansk,completed,2011,3.6,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,4,NULL,3,0,0,0,0,0,1
Danmark,20.2,historie,HFMA00001T,9/1/2013,9,2013,10,2014,Institut for Engelsk. Germansk og Romansk,terminated,2012,6.5,7-trinsskala,Hoejere handelseks. HHX (2008 og s.),1,1,30,7.17,30,2,1,1,0,1,1,0
Danmark,22.8,historie,HFRA00001T,9/1/2014,9,2013,2,2017,Institut for Engelsk. Germansk og Romansk,completed,2009,8.1,7-trinsskala,Hoejere forberedelseseksamen (hf),1,1,30,6,18,0,0,0,0,0,0,0
Danmark,20,musikvidenskab,HKIA00002T,9/1/2015,9,2013,8,2014,IVA,terminated,2008,8.3,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,5.45,NULL,2,1,1,0,1,0,1
Danmark,26,japanstudier,HMVA00001T,9/1/2013,9,2013,6,2014,Institut for Tvaerkulturelle og regionale studier,terminated,2012,8.2,7-trinsskala,Studentereksamen (2008 og senere),21,1,20,7,NULL,1,1,1,1,1,0,0
Danmark,22.3,dansk,HARA00005T,9/1/2013,9,2013,1,2017,Institut for Medier. Erkendelse og Formidling,completed,2013,8.7,7-trinsskala,Studentereksamen (2008 og senere),1,1,7.5,7,6,3,0,1,0,0,0,0
Danmark,22.3,litteraturvidenskab,HPaeA00001T,9/1/2013,9,2013,7,2015,Institut for Medier. Erkendelse og Formidling,terminated,2011,8.9,7-trinsskala,Studentereksamen (2008 og senere),1,NULL,30,11.44,6,1,1,0,0,1,1,0
Danmark,22.2,litteraturvidenskab,HJAA00002T,9/1/2014,9,2013,8,2015,Institut for Tvaerkulturelle og regionale studier,terminated,2014,7.8,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,1,30,4.89,6,3,1,1,0,1,1,0
Danmark,20.5,film- og medievidenskab,HPaeA00001T,9/1/2014,9,2013,6,2016,Institut for Engelsk. Germansk og Romansk,completed,2012,3.4,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,9.5,NULL,0,0,0,0,0,0,0
Danmark,25.4,kommunikation og it,HMVA00001T,9/1/2016,9,2013,5,2015,Institut for Tvaerkulturelle og regionale studier,terminated,2013,8.9,7-trinsskala,Studentereksamen (2008 og senere),2,1,0,9.67,18,1,1,0,0,1,1,1
Danmark,20.3,kinastudier,HENA00001T,9/1/2014,9,2013,9,2016,Institut for Nordiske Studier og Sprogvidenskab,completed,2014,6.6,7-trinsskala,Studentereksamen (2008 og senere),1,1,20,8.44,NULL,0,0,0,0,0,0,0
Danmark,20.9,religionsvidenskab,HHIA00001T,9/1/2014,9,2013,9,2016,IVA,completed,2008,6.9,7-trinsskala,Studentereksamen (2008 og senere),1,2,30,3.33,30,3,0,1,0,0,0,0
Danmark,20.4,kommunikation og it,HENA00001T,9/1/2014,9,2013,7,2016,Institut for Engelsk. Germansk og Romansk,completed,2015,4.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,7,6,4,0,1,0,0,0,0
Danmark,19.9,oest- og sydoesteuropastudier (russisk),HENA00001T,9/1/2016,9,2013,NULL,NULL,Institut for Medier. Erkendelse og Formidling,open,2013,7.9,7-trinsskala,Hoejere forbered.eks. 2-aarig (2007 og s.),21,1,20,10,NULL,7,0,1,0,0,0,0
Danmark,26.5,audiologopaedi,HKIA00003T,9/1/2016,9,2013,7,2016,Institut for Medier. Erkendelse og Formidling,completed,2005,11,7-trinsskala,Studentereksamen (2008 og senere),1,2,15,8.5,6,-1,0,0,0,0,0,0
Danmark,20.9,spansk sprog og kultur,HHIA00001T,9/1/2014,9,2013,9,2015,Institut for Nordiske Studier og Sprogvidenskab,terminated,2013,8.1,13-skala,Hoejere forbered.eks. 2-aarig (2007 og s.),1,2,30,0,6,4,1,1,0,1,1,0
Danmark,20.7,tysk,HIVA00001T,9/1/2014,9,2013,8,2015,Institut for Medier. Erkendelse og Formidling,terminated,2014,8.1,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,5.5,30,11,1,1,0,1,1,0
Italien,20.1,dansk,HRVA00001T,9/1/2016,9,2013,9,2016,Institut for Medier. Erkendelse og Formidling,completed,2012,6.9,7-trinsskala,Studentereksamen (2008 og senere),1,1,30,10.88,NULL,0,0,0,0,0,0,0
Danmark,20.8,filosofi,HKIA00002T,9/1/2013,9,2013,8,2015,Institut for Tvaerkulturelle og regionale studier,terminated,2008,11.2,7-trinsskala,Studentereksamen (2008 og senere),1,1,0,8.43,NULL,6,1,1,0,1,1,0
